id,price
100000,5100166.5
100001,5100166.5
100002,5100166.5
100003,5100166.5
100004,5100166.5
100005,5100166.5
100006,5100166.5
100007,5100166.5
100008,5100166.5
100009,5100166.5
100010,5100166.5
100011,5100166.5
100012,5100166.5
100013,5100166.5
100014,5100166.5
100015,5100166.5
100016,5100166.5
100017,5100166.5
100018,5100166.5
100019,5100166.5
100020,5100166.5
100021,5100166.5
100022,5100166.5
100023,5100166.5
100024,5100166.5
100025,5100166.5
100026,5100166.5
100027,5100166.5
100028,5100166.5
100029,5100166.5
100030,5100166.5
100031,5100166.5
100032,5100166.5
100033,5100166.5
100034,5100166.5
100035,5100166.5
100036,5100166.5
100037,5100166.5
100038,5100166.5
100039,5100166.5
100040,5100166.5
100041,5100166.5
100042,5100166.5
100043,5100166.5
100044,5100166.5
100045,5100166.5
100046,5100166.5
100047,5100166.5
100048,5100166.5
100049,5100166.5
100050,5100166.5
100051,5100166.5
100052,5100166.5
100053,5100166.5
100054,5100166.5
100055,5100166.5
100056,5100166.5
100057,5100166.5
100058,5100166.5
100059,5100166.5
100060,5100166.5
100061,5100166.5
100062,5100166.5
100063,5100166.5
100064,5100166.5
100065,5100166.5
100066,5100166.5
100067,5100166.5
100068,5100166.5
100069,5100166.5
100070,5100166.5
100071,5100166.5
100072,5100166.5
100073,5100166.5
100074,5100166.5
100075,5100166.5
100076,5100166.5
100077,5100166.5
100078,5100166.5
100079,5100166.5
100080,5100166.5
100081,5100166.5
100082,5100166.5
100083,5100166.5
100084,5100166.5
100085,5100166.5
100086,5100166.5
100087,5100166.5
100088,5100166.5
100089,5100166.5
100090,5100166.5
100091,5100166.5
100092,5100166.5
100093,5100166.5
100094,5100166.5
100095,5100166.5
100096,5100166.5
100097,5100166.5
100098,5100166.5
100099,5100166.5
100100,5100166.5
100101,5100166.5
100102,5100166.5
100103,5100166.5
100104,5100166.5
100105,5100166.5
100106,5100166.5
100107,5100166.5
100108,5100166.5
100109,5100166.5
100110,5100166.5
100111,5100166.5
100112,5100166.5
100113,5100166.5
100114,5100166.5
100115,5100166.5
100116,5100166.5
100117,5100166.5
100118,5100166.5
100119,5100166.5
100120,5100166.5
100121,5100166.5
100122,5100166.5
100123,5100166.5
100124,5100166.5
100125,5100166.5
100126,5100166.5
100127,5100166.5
100128,5100166.5
100129,5100166.5
100130,5100166.5
100131,5100166.5
100132,5100166.5
100133,5100166.5
100134,5100166.5
100135,5100166.5
100136,5100166.5
100137,5100166.5
100138,5100166.5
100139,5100166.5
100140,5100166.5
100141,5100166.5
100142,5100166.5
100143,5100166.5
100144,5100166.5
100145,5100166.5
100146,5100166.5
100147,5100166.5
100148,5100166.5
100149,5100166.5
100150,5100166.5
100151,5100166.5
100152,5100166.5
100153,5100166.5
100154,5100166.5
100155,5100166.5
100156,5100166.5
100157,5100166.5
100158,5100166.5
100159,5100166.5
100160,5100166.5
100161,5100166.5
100162,5100166.5
100163,5100166.5
100164,5100166.5
100165,5100166.5
100166,5100166.5
100167,5100166.5
100168,5100166.5
100169,5100166.5
100170,5100166.5
100171,5100166.5
100172,5100166.5
100173,5100166.5
100174,5100166.5
100175,5100166.5
100176,5100166.5
100177,5100166.5
100178,5100166.5
100179,5100166.5
100180,5100166.5
100181,5100166.5
100182,5100166.5
100183,5100166.5
100184,5100166.5
100185,5100166.5
100186,5100166.5
100187,5100166.5
100188,5100166.5
100189,5100166.5
100190,5100166.5
100191,5100166.5
100192,5100166.5
100193,5100166.5
100194,5100166.5
100195,5100166.5
100196,5100166.5
100197,5100166.5
100198,5100166.5
100199,5100166.5
100200,5100166.5
100201,5100166.5
100202,5100166.5
100203,5100166.5
100204,5100166.5
100205,5100166.5
100206,5100166.5
100207,5100166.5
100208,5100166.5
100209,5100166.5
100210,5100166.5
100211,5100166.5
100212,5100166.5
100213,5100166.5
100214,5100166.5
100215,5100166.5
100216,5100166.5
100217,5100166.5
100218,5100166.5
100219,5100166.5
100220,5100166.5
100221,5100166.5
100222,5100166.5
100223,5100166.5
100224,5100166.5
100225,5100166.5
100226,5100166.5
100227,5100166.5
100228,5100166.5
100229,5100166.5
100230,5100166.5
100231,5100166.5
100232,5100166.5
100233,5100166.5
100234,5100166.5
100235,5100166.5
100236,5100166.5
100237,5100166.5
100238,5100166.5
100239,5100166.5
100240,5100166.5
100241,5100166.5
100242,5100166.5
100243,5100166.5
100244,5100166.5
100245,5100166.5
100246,5100166.5
100247,5100166.5
100248,5100166.5
100249,5100166.5
100250,5100166.5
100251,5100166.5
100252,5100166.5
100253,5100166.5
100254,5100166.5
100255,5100166.5
100256,5100166.5
100257,5100166.5
100258,5100166.5
100259,5100166.5
100260,5100166.5
100261,5100166.5
100262,5100166.5
100263,5100166.5
100264,5100166.5
100265,5100166.5
100266,5100166.5
100267,5100166.5
100268,5100166.5
100269,5100166.5
100270,5100166.5
100271,5100166.5
100272,5100166.5
100273,5100166.5
100274,5100166.5
100275,5100166.5
100276,5100166.5
100277,5100166.5
100278,5100166.5
100279,5100166.5
100280,5100166.5
100281,5100166.5
100282,5100166.5
100283,5100166.5
100284,5100166.5
100285,5100166.5
100286,5100166.5
100287,5100166.5
100288,5100166.5
100289,5100166.5
100290,5100166.5
100291,5100166.5
100292,5100166.5
100293,5100166.5
100294,5100166.5
100295,5100166.5
100296,5100166.5
100297,5100166.5
100298,5100166.5
100299,5100166.5
100300,5100166.5
100301,5100166.5
100302,5100166.5
100303,5100166.5
